ID;CIRCUIT;JOINT_E;JOINT_S;TOURNEE;POINTS;STAMP
677;387;507;505;2021_14878;*10-1375-38-1309-67-1158-116-1179-166-1079-189-1140-*213-1220-216-1269-*219-841-227-899-*235-1069-237-1025-*239-839-246-928-*254-1113-256-1177-*259-927-262-886-266-898-271-919-*277-1055-279-1070-*281-930-285-1067-*290-1288-292-1248-*294-1266-330-1719-366-1953-416-1913-466-1308-482-1283-*498-919-501-919-*505-963-506-709-*508-432-517-692-*527-964-536-825-*546-1062-548-933-*551-737-559-771-567-828;17708050
678;388;509;508;2020_14293;*10-790-35-811-60-772-90-882-120-919;17702343
679;389;510;145;2010_07_26 - LNCLV_PVL_26071071  M2;*15-1325-33-1336-51-1334-87-1559-*123-1831-126-1445-*130-1157-139-1476-148-1493-156-1384-*164-1710-166-1450-*169-1526-175-1515-*182-1266-188-1449-*195-1606-224-2277-254-2350-269-2423-285-2384;0
680;389;145;510;2018_12_18 - M2VAL_PLY_181218009;*10-1482-29-1470-48-1351-74-1343-*101-999-103-956-*105-737-108-631-*111-688-114-825-*118-817-121-869-*125-924-128-1047-*131-992-135-943-*139-1041-142-1143-*146-1057-150-997-154-1016-160-1105-*166-1325-208-1633-251-1843-266-1950-282-2150;737090
681;390;418;511;2010_07_26 - LNCLV_PVL_26071071  M2;*10-1084-46-1043-82-959-131-982-181-924-231-1034-281-1025-331-1209-381-1226-431-1307-481-1165-531-1153-581-1031-631-1098-681-1085-731-1258-782-1328-832-1539-882-1468-932-1437-982-1210-1032-1213-1082-1132-1131-1268-1181-1333-1231-1624-1282-1738-1332-1882-1382-1588-1432-1480-1482-1260-1532-1341-1582-1326-1632-1630-1682-1827-1713-2127-1745-2377;0
682;390;511;418;2018_11_01 - JBDIJ_BEU_11118875;*10-989-45-968-81-885-131-910-181-858-231-959-281-982-331-1152-381-1160-431-1216-481-1076-531-1068-581-961-631-1033-681-1026-731-1216-781-1298-831-1507-881-1420-931-1385-981-1171-1031-1180-1081-1095-1131-1249-1181-1303-1231-1630-1282-1739-1331-1813-1381-1505-1431-1407-1481-1211-1531-1281-1581-1286-1631-1600-1681-1867-1714-2227-1748-2371;737019
683;391;417;512;2020_14654;*16-706-33-709-51-634-101-792-152-796-202-928-252-837-302-892-352-770-402-844-452-809-502-971-553-967-603-1121-653-968-703-981-753-893-803-916-853-872-903-1075-954-1044-1004-1307-1054-1144-1104-1117-1154-905-1204-999-1254-1037-1304-1294-1354-1288-1404-1519-1454-1293-1504-1300-1554-1078-1604-1223-1654-1167-1704-1560-1754-1838-1766-1906-*1779-1856-1818-1863-1858-1356-1906-1371-1955-1158-2007-1314-2060-1500-2095-1997-*2130-2522-2142-2548-2154-2368-2176-2489-2198-1719;17705871
684;391;512;417;2019_13666;*10-750-31-750-52-713-98-785-145-769-197-905-250-867-298-913-347-816-398-881-450-819-500-945-550-943-600-1136-650-1073-700-1090-750-917-800-975-850-919-900-1120-950-1179-1000-1385-1050-1228-1100-1184-1150-986-1200-1064-1250-1035-1300-1336-1351-1488-1401-1751-1451-1424-1501-1299-1551-1081-1601-1203-1651-1227-1701-1776-1752-2226-1802-2175-1852-1472-1902-1351-1952-1142-2002-1328-2052-1450-2102-2372-2152-3094-2169-2964-2187-2724;17695864
685;392;511;513;2020_13982;*11-1001-36-993-61-894-111-1043-161-962-211-1097-261-1020-311-1171-361-1046-411-1158-461-1041-511-1187-561-1190-611-1383-661-1265-711-1423-762-1238-812-1460-862-1395-911-1731-961-1636-1011-1874-1062-1540-1111-1757-1161-1525-1211-1812-1262-1731-1312-2018-1362-1874-1412-2020-1462-1742-1512-2084-1562-2025-1598-2269-*1635-2463-1648-2367-1662-2120-1712-2358-1762-2027-1812-2250-1862-2127-1912-2564-1962-2580-1984-2714-2007-2977;17698813
686;392;513;511;2021_14878;*18-1215-40-1114-62-1089-111-1221-161-1123-210-1283-260-1181-310-1330-360-1203-409-1363-459-1251-509-1441-559-1338-609-1504-659-1363-708-1533-758-1408-808-1621-858-1521-908-1732-958-1556-1007-1745-1057-1562-1107-1800-1157-1726-1206-2108-1256-2037-1306-2243-1356-1929-1406-2062-1456-1844-1505-2223-1555-2243-1605-2680-1655-2416-1704-2590-1754-2168-1804-2431-1854-2289-1904-2940-1954-2964-1978-3147-2003-3249;17708055
687;393;512;55;2020_14654;*10-761-54-894-98-791-148-816-198-716-248-778-298-762-348-874-398-1029-448-1090-498-1187-548-1160-598-1052-649-986-700-866-749-883-799-859-849-972-900-1068-950-1316-1000-1523-1050-1570-1100-1341-1150-1184-1200-987-1250-952-1300-907-1348-980-1396-1063-1447-1353-1498-1658-1540-2068-1582-2138;17705871
688;393;55;512;2010_07_30 - JNBOU_VIP_30071093  M1;*10-882-53-879-96-812-147-814-199-750-247-775-295-774-345-881-395-940-445-1114-495-1155-545-1192-595-1047-645-983-695-862-745-869-796-840-845-930-895-999-946-1237-997-1382-1047-1517-1097-1381-1147-1233-1197-1023-1247-982-1297-891-1347-973-1397-973-1446-1276-1496-1541-1537-1887-1578-2092;0
689;394;513;514;2020_13982;*10-1000-46-1060-82-998-132-1010-182-934-232-1024-282-1000-332-1177-382-1224-431-1427-481-1337-531-1306-581-1121-631-1134-682-1063-732-1208-782-1273-832-1562-882-1660-932-1743-982-1465-1032-1375-1082-1193-1132-1267-1182-1244-1232-1514-1282-1684-1314-1965-1347-2266;17698813
690;394;514;513;2020_14299;*10-1108-45-1041-81-955-131-978-181-908-231-980-281-967-331-1139-381-1201-431-1391-481-1354-531-1328-581-1151-631-1166-681-1093-731-1235-782-1298-832-1603-882-1696-932-1824-982-1539-1032-1430-1082-1228-1132-1301-1182-1292-1231-1574-1281-1780-1317-2103-1353-2291;17702365
691;395;515;516;2020_14304;*16-1044-32-1025-49-980-100-1018-151-996-201-1109-251-1160-301-1332-351-1373-401-1441-451-1315-501-1263-551-1127-601-1133-652-1099-702-1208-752-1251-802-1504-852-1647-902-1806-952-1665-1002-1542-1052-1306-1102-1274-1152-1190-1202-1286-1252-1346-1302-1606-1353-1832-1402-2184-1452-2151-1502-2002-1553-1619-1603-1492-1653-1319-1703-1362-1753-1374-1802-1621-1852-1863-1900-2519-1949-2877-1969-2833-1989-2831;17702386
692;395;516;515;2019_13664;*11-1018-30-993-50-953-99-1012-148-1003-197-1118-247-1157-297-1314-348-1324-398-1352-448-1220-498-1179-548-1063-598-1085-648-1055-698-1180-748-1249-798-1477-848-1578-898-1706-949-1575-998-1485-1048-1296-1098-1264-1148-1177-1198-1243-1249-1272-1299-1528-1349-1705-1399-2053-1449-2065-1499-1957-1549-1596-1599-1473-1649-1300-1699-1332-1750-1327-1800-1534-1850-1729-1900-2292-1950-2667-1967-2739-1985-2853;17695856
693;396;517;518;2010_07_26 - LNCLV_PVL_26071071  M2;*10-1072-42-1107-75-1096-125-1293-175-1348-225-1530-275-1432-325-1385-375-1184-425-1210-475-1157-525-1315-575-1387-625-1718-675-1770-725-1818-775-1501-825-1430-875-1267-925-1360-975-1387-1025-1716-1075-1938-1104-2240-1134-2377;0
694;396;518;517;2020_14656;*10-1090-42-1088-74-1058-125-1243-176-1331-226-1632-276-1575-326-1513-376-1238-426-1221-476-1123-526-1242-576-1303-626-1609-676-1801-726-1995-776-1653-826-1490-877-1252-926-1272-976-1249-1025-1497-1074-1705-1104-2038-1134-2315;17705872
695;397;516;519;2020_14304;*10-1102-30-1089-51-1016-100-1033-150-900-200-979-251-948-301-1149-351-1177-401-1340-452-1170-502-1157-552-991-601-1086-651-1061-701-1336-752-1430-802-1586-852-1314-902-1250-952-1052-1002-1175-1052-1177-1102-1567-1152-1769-1202-1934-1252-1416-1302-1366-1352-1169-1402-1335-1452-1417-1502-2006-1553-2400-1603-2202-1653-1543-1703-1431-1753-1236-1802-1442-1851-1601-1900-2618-1949-3470-1967-3231-1985-2933;17702386
696;397;519;516;2019_13664;*11-1062-30-1043-50-984-99-1005-149-876-198-946-247-902-296-1077-346-1107-396-1273-446-1136-496-1133-547-963-597-1049-647-1015-697-1275-747-1329-797-1544-847-1317-897-1285-948-1081-998-1177-1048-1158-1098-1506-1148-1722-1198-1858-1248-1472-1298-1380-1348-1178-1398-1331-1448-1377-1498-1908-1548-2184-1598-2131-1648-1535-1698-1441-1749-1244-1799-1436-1849-1583-1891-2254-*1934-3037-1941-3032-1949-3036-1967-3036-1985-2824;17695856
697;398;520;521;2010_07_26 - LNCLV_PVL_26071071  M2;*10-1061-41-1068-73-1018-123-1031-173-907-223-934-273-883-323-993-373-1014-423-1205-473-1219-523-1289-573-1124-623-1103-673-983-723-1055-773-1050-823-1269-873-1361-923-1535-973-1402-1023-1342-1073-1133-1123-1165-1173-1120-1222-1297-1272-1430-1322-1770-1372-1792-1422-1761-1472-1430-1522-1369-1572-1230-1622-1356-1672-1418-1722-1851-1773-2161-1800-2367-1828-2374;0
698;398;521;520;2020_14656;*10-1131-41-1165-72-1135-122-1179-173-1052-223-1067-273-989-323-1084-373-1093-423-1274-473-1317-523-1425-573-1285-623-1251-673-1108-723-1159-773-1128-823-1311-873-1384-923-1643-973-1608-1023-1563-1073-1317-1123-1308-1173-1198-1223-1336-1273-1378-1323-1699-1373-1845-1423-2013-1473-1698-1523-1562-1573-1335-1623-1381-1673-1356-1722-1642-1772-1829-1800-2148-1829-2355;17705872
699;399;518;520;2019_13665;*11-1527-32-1511-54-1436-104-1576-154-1359-204-1557-254-1457-304-1748-354-1648-404-1844-454-1580-503-1707-553-1542-603-1915-653-1894-672-2088-692-2215;17695859
700;399;520;518;2021_14878;*10-1658-32-1664-54-1572-103-1739-153-1488-202-1636-252-1497-302-1783-352-1744-402-2041-452-1758-501-1858-551-1633-601-1916-651-1865-671-2025-691-2196;17708055
701;400;519;522;2020_14321;*15-985-32-971-49-918-99-959-150-987-200-1090-250-1114-300-1247-351-1287-400-1373-450-1319-500-1299-551-1171-601-1175-652-1112-701-1201-751-1226-801-1424-852-1513-902-1675-952-1610-1002-1498-1052-1316-1102-1275-1153-1190-1203-1272-1253-1280-1303-1463-1353-1611-1403-1872-1453-1938-1503-1946-1553-1677-1603-1559-1654-1378-1704-1383-1754-1363-1803-1549-1853-1716-1901-2132-1949-2466-1970-2544-1991-2672;17703179
702;400;522;519;2010_07_30 - JNBOU_VIP_30071093  M1;*11-1078-30-1045-50-999-99-1024-148-992-198-1095-248-1143-298-1334-348-1402-398-1450-449-1310-498-1242-548-1104-598-1087-649-1047-698-1152-748-1226-798-1475-849-1613-899-1797-949-1643-999-1525-1050-1292-1100-1235-1150-1140-1200-1242-1250-1278-1300-1593-1350-1835-1400-2278-1451-2132-1501-1905-1551-1505-1601-1388-1651-1235-1701-1308-1751-1334-1801-1633-1851-1923-1900-2612-1950-2907-1967-2875-1984-2931;0
703;401;522;523;2020_14654;*10-966-46-1033-83-953-133-1073-183-960-233-1001-284-934-334-1057-384-1057-434-1225-484-1171-534-1242-584-1097-634-1160-685-1057-735-1208-785-1204-835-1402-885-1335-935-1384-985-1199-1035-1271-1086-1181-1136-1433-1186-1473-1236-1730-1286-1545-1336-1545-1386-1314-1436-1411-1486-1361-1536-1699-1587-1847-1637-2100-1687-1773-1737-1698-1787-1400-1837-1546-1887-1553-1936-2025-1986-2367-2020-2575-2055-2427;17705871
704;401;523;522;2010_07_30 - JNBOU_VIP_30071093  M1;*12-985-48-1047-84-1002-133-1047-183-913-233-941-283-871-333-1001-383-1014-433-1212-483-1160-533-1185-583-1005-633-1043-684-970-734-1154-784-1207-834-1467-884-1376-934-1347-984-1112-1034-1167-1084-1105-1134-1351-1185-1472-1235-1768-1285-1556-1334-1481-1384-1201-1434-1294-1485-1255-1535-1618-1585-1832-1635-2103-1685-1743-1735-1579-1785-1281-1835-1409-1885-1433-1935-2010-1986-2442-2018-2663-2050-2350;0
705;402;524;525;2010_07_26 - LNCLV_PVL_26071071  M2;*10-1221-45-1253-80-1261-130-1590-180-1818-211-2124-243-2273;0
706;402;525;524;2018_12_18 - M2VAL_PLY_181218009;*10-1238-45-1306-80-1264-130-1584-180-1793-213-2082-246-2300;737090
707;403;521;524;2019_13665;*10-1137-51-1150-93-1037-143-1186-193-1139-243-1378-293-1297-343-1423-393-1226-442-1330-492-1215-542-1457-593-1441-642-1693-692-1505-742-1540-792-1337-842-1530-893-1539-943-1938-993-1803-1043-1911-1093-1624-1143-1826-1193-1724-1243-2126-1293-2076-1343-2264-1393-1877-1443-1951-1493-1742-1543-2099-1594-2207-1604-2250-*1614-2442-1629-2668-*1644-2791-1653-2671-*1662-2808-1678-2626-1694-2512-1744-2409-1794-1941-1844-2182-1894-2166-1932-2734-1971-3161;17695859
708;403;524;521;2021_14878;*18-1399-55-1432-93-1282-143-1431-193-1325-243-1573-293-1495-343-1650-393-1471-443-1607-493-1443-542-1666-592-1597-642-1900-692-1731-742-1853-792-1608-841-1798-891-1694-940-2067-990-2018-1040-2195-1090-1813-1140-1925-1191-1799-1240-2209-1290-2277-1339-2649-1389-2216-1439-2228-1489-1900-1538-2222-1588-2224-1638-2958-1688-2857-1737-2771-1787-2166-1837-2326-1887-2238-1928-2706-1969-3199;17708055
709;404;523;526;2020_14304;*10-993-51-1011-92-962-142-995-192-970-242-1043-292-1046-342-1160-393-1166-443-1230-493-1159-543-1172-593-1096-643-1139-693-1103-743-1205-793-1225-842-1367-892-1391-942-1468-993-1363-1043-1359-1094-1236-1143-1270-1192-1224-1242-1336-1293-1381-1343-1564-1394-1636-1444-1771-1494-1688-1544-1629-1595-1435-1645-1403-1695-1289-1745-1367-1795-1376-1845-1659-1895-1915-1934-2430-1974-2705;17702386
710;404;526;523;2010_07_30 - JNBOU_VIP_30071093  M1;*10-1042-51-1009-93-955-141-1001-190-993-240-1123-290-1166-340-1356-391-1367-441-1370-491-1224-541-1197-592-1096-642-1138-692-1127-743-1267-794-1337-843-1547-892-1601-942-1683-993-1500-1043-1419-1093-1249-1143-1252-1193-1205-1242-1337-1292-1415-1342-1723-1393-1890-1443-2123-1493-1952-1543-1764-1593-1472-1643-1413-1694-1312-1743-1413-1793-1489-1843-1845-1893-2202-1930-2600-1968-2775;0
711;405;527;528;2010_07_26 - LNCLV_PVL_26071071  M2;*11-1485-53-1409-96-1219-146-1196-196-1095-246-1211-296-1263-346-1550-396-1676-446-1918-496-1677-546-1534-596-1280-646-1311-696-1264-746-1509-796-1682-836-2061-876-2307;0
712;405;528;527;2020_14656;*10-1710-53-1653-96-1426-146-1371-196-1222-246-1316-296-1323-346-1603-396-1746-446-2054-497-1861-547-1699-597-1400-647-1402-697-1334-747-1548-797-1705-836-2104-875-2412;17705872
713;406;525;527;2010_12_06 - LNCLV_MTB_61210621  M1;*10-1030-42-1058-75-997-124-1121-174-1025-224-1120-274-1012-324-1181-374-1103-424-1288-474-1184-524-1307-574-1150-624-1286-674-1176-724-1384-774-1335-824-1558-874-1423-924-1516-974-1326-1024-1479-1074-1399-1124-1701-1174-1639-1224-1875-1274-1596-1324-1689-1374-1504-1424-1798-1474-1787-1503-2067-1533-2189;0
714;406;527;525;2020_14656;*10-1150-42-1133-75-1030-125-1198-175-1139-225-1363-275-1241-325-1312-376-1122-425-1286-475-1214-525-1489-576-1427-626-1550-676-1309-726-1419-776-1285-826-1563-876-1574-926-1818-976-1566-1026-1647-1076-1438-1126-1694-1176-1669-1226-2105-1276-1939-1326-1953-1376-1593-1425-1773-1475-1699-1505-2009-1535-2252;17705872
715;407;526;529;2020_14654;*10-981-49-1046-88-979-138-1039-188-920-238-986-288-917-338-1071-388-1070-438-1232-489-1134-539-1172-589-1029-639-1111-689-1045-739-1228-789-1247-839-1436-890-1310-940-1338-990-1150-1040-1229-1091-1169-1141-1398-1192-1456-1242-1650-1292-1480-1342-1500-1392-1286-1442-1390-1492-1376-1542-1652-1593-1716-1643-1982-1693-1786-1742-1771-1792-1508-1841-1586-1890-1535-1939-1924-1989-1993-2024-2259-2059-2212;17705871
716;407;529;526;2019_13664;*11-847-49-912-88-867-137-950-186-866-235-920-284-850-333-936-383-906-433-1029-483-987-533-1087-584-974-634-1027-684-950-734-1089-784-1089-834-1273-884-1205-934-1239-985-1068-1035-1143-1085-1082-1135-1290-1186-1325-1236-1543-1286-1408-1336-1403-1386-1203-1436-1299-1486-1239-1536-1555-1586-1677-1636-1931-1687-1648-1737-1578-1787-1312-1837-1428-1887-1423-1937-1840-1987-2054-2023-2318-2060-2167;17695856
717;408;530;531;2010_12_06 - LNCLV_MTB_61210621  M1;*10-1166-42-1117-74-1018-124-1007-174-917-224-991-274-986-324-1174-374-1248-424-1435-474-1330-523-1236-573-1036-623-1048-674-997-724-1179-775-1278-824-1572-873-1710-923-1782-973-1466-1023-1363-1073-1171-1123-1243-1174-1250-1224-1558-1274-1824-1303-2138-1332-2365;0
718;408;531;530;2020_14656;*10-1302-42-1274-74-1167-124-1203-175-1125-225-1235-275-1228-325-1416-376-1418-426-1532-476-1404-525-1407-574-1290-624-1332-675-1228-725-1387-776-1432-826-1771-876-1837-926-1949-976-1663-1026-1566-1076-1358-1126-1436-1176-1435-1225-1726-1274-1919-1305-2194-1337-2352;17705872
719;409;528;530;2010_12_06 - LNCLV_MTB_61210621  M1;*11-1311-54-1286-98-1100-148-1230-198-1173-248-1458-298-1464-348-1622-398-1322-448-1368-499-1212-548-1474-598-1518-648-1945-698-1735-748-1682-799-1364-848-1531-898-1502-939-1913-980-2190;0
720;409;530;528;2021_14878;*10-1425-54-1468-98-1253-148-1351-198-1231-247-1507-297-1522-347-1798-397-1527-446-1559-496-1329-546-1544-596-1526-645-2021-695-1983-745-1951-795-1530-845-1628-895-1514-938-1890-981-2169;17708055
721;410;529;532;2020_14654;*10-877-34-958-58-921-109-982-160-984-210-1081-260-1084-310-1174-361-1132-411-1157-461-1048-511-1064-561-997-611-1073-662-1083-711-1238-761-1310-811-1485-862-1472-912-1455-962-1273-1012-1213-1063-1105-1113-1141-1163-1137-1213-1307-1263-1405-1313-1697-1364-1752-1414-1817-1464-1546-1514-1450-1564-1287-1614-1254-1664-1204-1713-1355-1763-1477-1810-1842-1858-2110-1881-2259-1905-2323;17705871
722;410;532;529;2019_13664;*10-832-33-832-57-814-106-875-156-897-205-988-254-1009-304-1091-354-1043-404-1050-454-952-504-960-555-903-605-958-655-970-705-1093-755-1160-805-1292-856-1272-906-1285-956-1142-1006-1117-1056-1005-1106-1054-1157-1034-1206-1182-1256-1255-1306-1480-1357-1530-1407-1604-1457-1409-1507-1303-1557-1131-1607-1126-1657-1088-1707-1200-1758-1331-1807-1642-1857-1929-1879-2109-1901-2105;17695856
723;411;531;533;2010_07_26 - LNCLV_PVL_26071071  M2;*10-1505-30-1460-50-1395-100-1565-150-1409-200-1579-250-1439-300-1688-351-1564-401-1795-451-1621-500-1792-550-1618-600-1906-650-1818-700-2035-750-1816-800-2048-850-1884-900-2169-950-2034-1000-2323-1050-2078-1100-2298-1150-2085-1200-2414-1250-2258-1300-2663-1350-2458-1400-2730-1451-2439-1501-2760-1551-2545-1601-2911-1651-2749-1701-3082-1751-2707-1801-3047-1851-2799-1901-3304-1951-3077-1967-3303-1984-3474;0
724;411;533;531;2021_14878;*16-1631-33-1602-50-1504-100-1652-150-1464-199-1617-249-1474-299-1732-349-1658-398-1849-448-1667-498-1840-548-1649-598-1912-648-1816-698-2113-748-1919-797-2109-847-1886-896-2150-946-1992-996-2358-1046-2188-1096-2408-1146-2143-1195-2372-1245-2166-1295-2622-1345-2567-1394-2852-1444-2465-1493-2627-1543-2341-1592-2721-1642-2716-1692-3340-1743-2986-1792-3084-1842-2620-1892-2895-1942-2767-1961-3013-1981-3315;17708055
725;412;532;534;2020_14654;*10-1070-50-1077-91-1004-141-1133-191-1123-241-1317-292-1279-342-1363-392-1194-442-1244-492-1132-542-1294-593-1301-643-1535-693-1466-743-1554-793-1336-843-1378-894-1273-944-1499-994-1557-1044-1887-1094-1772-1144-1745-1194-1445-1244-1501-1294-1392-1336-1678-*1379-1879-1387-1846-1395-1882-1445-2304-1495-2008-1545-1885-1595-1518-1645-1609-1695-1545-1745-2023-1795-2355-1831-2807-1868-2653;17705871
726;412;534;532;2010_07_30 - JNBOU_VIP_30071093  M1;*10-944-50-977-91-927-141-1026-191-1001-241-1181-291-1166-341-1274-392-1117-442-1161-492-1045-542-1194-592-1191-642-1424-692-1393-742-1440-792-1225-842-1268-892-1163-942-1362-993-1419-1043-1737-1093-1675-1143-1689-1193-1389-1243-1453-1293-1363-1343-1656-1394-1788-1444-2152-1494-1953-1544-1862-1594-1511-1644-1584-1695-1533-1745-1937-1795-2227-1832-2623-1869-2540;0
727;413;535;536;2010_07_26 - LNCLV_PVL_26071071  M2;*10-1389-30-1352-51-1282-101-1486-151-1401-200-1616-250-1451-300-1596-351-1426-400-1640-450-1535-500-1804-550-1674-600-1859-651-1623-701-1852-751-1712-801-2049-851-1931-901-2170-951-1894-1001-2079-1051-1895-1100-2235-1150-2099-1200-2490-1250-2270-1300-2439-1350-2113-1400-2459-1450-2354-1500-2820-1550-2666-1600-2890-1650-2442-1700-2673-1750-2495-1800-3066-1850-3008-1867-3209-1884-3339;0
728;413;536;535;2020_14299;*10-1310-30-1280-51-1207-101-1398-151-1289-201-1455-251-1316-301-1480-351-1367-401-1558-451-1412-501-1573-551-1474-601-1708-651-1545-701-1697-751-1557-801-1785-851-1699-901-1896-951-1671-1001-1850-1051-1678-1101-1942-1151-1841-1201-2145-1251-1935-1301-2143-1351-1867-1401-2175-1451-2042-1501-2424-1551-2285-1601-2545-1651-2197-1701-2411-1751-2228-1801-2625-1851-2514-1869-2679-1887-2931;17702365
729;414;533;535;2010_07_26 - LNCLV_PVL_26071071  M2;*10-1432-44-1340-79-1236-128-1355-178-1426-228-1828-279-2212-311-2466-343-2456;0
730;414;535;533;2020_14656;*10-1779-44-1617-79-1423-129-1430-180-1378-229-1610-279-1788-311-2131-343-2431;17705872
731;415;534;60;2020_14654;*10-935-42-948-74-914-126-997-179-1025-229-1174-279-1215-327-1326-376-1267-425-1261-474-1134-527-1123-580-1037-630-1098-680-1099-730-1253-780-1324-828-1531-876-1566-925-1612-975-1415-1025-1340-1076-1186-1126-1200-1176-1167-1225-1302-1275-1394-1324-1672-1374-1819-1423-2010-1473-1746-1523-1626-1574-1334-1624-1299-1675-1204-1724-1305-1774-1369-1824-1695-1874-1967-1905-2313-1937-2528;17705871
732;415;60;534;2019_13664;*9-867-42-857-76-818-127-886-178-898-228-1026-278-1076-328-1202-379-1162-429-1146-479-1006-528-1020-578-944-627-993-677-990-726-1117-776-1178-826-1369-876-1408-926-1458-976-1295-1026-1220-1076-1068-1124-1054-1172-1005-1221-1111-1271-1180-1321-1454-1371-1670-1424-1911-1477-1704-1526-1511-1576-1250-1624-1207-1672-1126-1722-1234-1772-1288-1824-1611-1876-1956-1904-2299-1933-2475;17695856
733;416;537;538;2010_07_26 - LNCLV_PVL_26071071  M2;*10-1123-48-1191-86-1093-136-1180-186-1018-236-1160-286-1098-336-1342-386-1293-436-1413-486-1193-536-1312-586-1190-636-1461-686-1458-736-1688-786-1428-836-1505-886-1314-936-1561-986-1526-1036-1971-1086-1808-1136-1786-1186-1455-1236-1646-1286-1599-1321-1927-1356-2169;0
734;416;538;537;2020_14656;*10-1276-48-1353-86-1233-136-1293-186-1101-236-1243-286-1191-336-1468-386-1444-436-1517-486-1260-536-1343-586-1227-636-1509-686-1538-736-1801-786-1501-836-1520-886-1292-936-1549-986-1565-1036-2061-1086-1926-1136-1872-1187-1483-1237-1610-1287-1531-1322-1898-1357-2158;17705872
735;417;536;537;2010_07_26 - LNCLV_PVL_26071071  M2;*10-1497-33-1394-57-1270-107-1203-157-1071-207-1151-257-1173-307-1447-357-1592-407-1880-457-1771-506-1681-556-1358-606-1332-657-1225-706-1396-756-1509-806-2034-857-2301-876-2378-896-2410;0
736;417;537;536;2020_14656;*10-1547-33-1499-56-1409-106-1376-157-1220-207-1282-257-1238-307-1445-357-1509-407-1796-457-1753-507-1780-558-1498-607-1478-657-1328-707-1431-757-1466-806-1829-856-2060-876-2274-896-2385;17705872
